episode,wave,rewards,equity,actor_loss,critic_loss,lr,v_viol,line_ovld,power_loss,shock_pct,steps_survived,g_V,g_T,g_G,g_C,lambda_V,lambda_T,lambda_G,lambda_C,max_v_dev,n_violations,max_loading
134,1,3.804784771504208,74.99403190612793,-0.07623716443777084,0.7437525987625122,0.0001,37.75,0.0,0.0,0.0,4,0.15946915745735168,0.0019742294680327177,0.14423756301403046,0.21940328180789948,0.0007038599936320188,3.3858876043028863e-06,0.003665569367263204,0.009270086593730256,0.6909999996423721,37.75,0.8776458501815796
135,1,3.7265385446975436,74.99320220947266,-0.07623716443777084,0.7437525987625122,0.0001,37.75,0.0,0.0,0.0,4,0.15947945415973663,0.0017886003479361534,0.14013616740703583,0.2272341549396515,0.0007038599936320188,3.3858876043028863e-06,0.003665569367263204,0.009270086593730256,0.6909999996423721,37.75,0.861536830663681
136,1,3.979721867734073,74.99569129943848,-0.07623716443777084,0.7437525987625122,0.0001,37.75,0.0,0.0,0.0,4,0.15964365005493164,0.0007047821418382227,0.14307448267936707,0.2224932312965393,0.0007038599936320188,3.3858876043028863e-06,0.003665569367263204,0.009270086593730256,0.6909999996423721,37.75,0.8258239924907684
137,1,3.862436578020267,74.99343681335449,-0.07623716443777084,0.7437525987625122,0.0001,37.75,0.0,0.0,0.0,4,0.15964481234550476,0.0008592280209995806,0.1338782161474228,0.210604727268219,0.0007038599936320188,3.3858876043028863e-06,0.003665569367263204,0.009270086593730256,0.6909999996423721,37.75,0.8283224105834961
138,1,3.860306557573976,74.99397659301758,0.050800107419490814,0.9865589439868927,0.0001,37.75,0.0,0.0,0.0,4,0.15961600840091705,0.0023270875681191683,0.13447776436805725,0.21904733777046204,0.0007038599936320188,3.3858876043028863e-06,0.003665569367263204,0.009270086593730256,0.6909999996423721,37.75,0.8917583227157593
139,1,288.4467803222912,99.36059782776651,0.050800107419490814,0.9865589439868927,0.0001,15.79746835443038,0.0,0.0,0.0,158,0.028615698218345642,0.00026470021111890674,0.13807374238967896,0.20232494175434113,0.0007419367819893361,3.651006384710891e-06,0.0037841860890161314,0.009480574687920405,0.5906075944628897,15.79746835443038,0.956001960024049
140,1,67.58219908757461,97.49011535644532,0.050800107419490814,0.9865589439868927,0.0001,14.125,0.0,0.0,0.0,40,0.0353572852909565,0.00011930994514841586,0.136998251080513,0.20756478607654572,0.0007419367819893361,3.6510063847108925e-06,0.0037841860890161306,0.009480574687920403,0.6049931883811951,14.125,0.9466861546039581
141,1,378.5797752765197,99.55070077001521,0.050800107419490814,0.9865589439868927,0.0001,11.668141592920353,0.0,0.0,0.0,226,0.023637138307094574,9.929912630468607e-05,0.13670402765274048,0.30541643500328064,0.0007419367819893364,3.651006384710892e-06,0.0037841860890161306,0.009480574687920403,0.5979243754285627,11.668141592920353,0.8806341852234528
142,1,4.0536740916857,74.99398231506348,0.050800107419490814,0.9865589439868927,0.0001,37.75,0.0,0.0,0.0,4,0.1596510410308838,0.002235750202089548,0.1335238367319107,0.20668143033981323,0.0007419367819893361,3.651006384710892e-06,0.00378418608901613,0.009480574687920403,0.6909999996423721,37.75,0.8907641768455505
143,1,3.927426573818913,74.99366569519043,0.050800107419490814,0.9865589439868927,0.0001,37.75,0.0,0.0,0.0,4,0.15961383283138275,0.0006029689684510231,0.1344618797302246,0.21294714510440826,0.0007419367819893361,3.651006384710892e-06,0.00378418608901613,0.009480574687920403,0.6909999996423721,37.75,0.8159292340278625
144,1,3.909651821525083,74.99343490600586,0.050800107419490814,0.9865589439868927,0.0001,37.75,0.0,0.0,0.0,4,0.15958884358406067,0.0023493466433137655,0.13932090997695923,0.21711766719818115,0.0007419367819893361,3.651006384710892e-06,0.00378418608901613,0.009480574687920403,0.6909999996423721,37.75,0.8535637855529785
145,1,123.02666202475302,98.64029786393449,0.050800107419490814,0.9865589439868927,0.0001,17.986486486486488,0.0,0.0,0.0,74,0.034506864845752716,7.460787310265005e-05,0.1364510953426361,0.3019171953201294,0.0007419367819893361,3.6510063847108916e-06,0.003784186089016131,0.009480574687920405,0.5935675670971742,17.986486486486488,0.8840734966703363
146,1,28.402534227663125,94.10684293859146,0.09252815755705039,0.9790986776351929,0.0001,18.352941176470587,0.0,0.0,0.0,17,0.05482117459177971,0.00034561665961518884,0.1411740481853485,0.1458768993616104,0.0007419367819893361,3.651006384710892e-06,0.00378418608901613,0.009480574687920403,0.62807596431059,18.352941176470587,0.9753976288963767
147,1,264.6563069660787,99.36434207172513,0.09252815755705039,0.9790986776351929,0.0001,19.49056603773585,0.0,0.0,0.0,159,0.031315091997385025,0.0002238333399873227,0.13615387678146362,0.30107635259628296,0.0007699881712853698,3.817972705473093e-06,0.0039016309817853424,0.009695537490221968,0.5905911944947153,19.49056603773585,0.9084707056201479
148,1,3.8331187459157317,74.9931640625,0.09252815755705039,0.9790986776351929,0.0001,37.75,0.0,0.0,0.0,4,0.15943290293216705,0.0022356342524290085,0.14095082879066467,0.21678435802459717,0.0007699881712853697,3.817972705473092e-06,0.0039016309817853415,0.009695537490221968,0.6909999996423721,37.75,0.8830091655254364
149,1,135.96950828597764,98.70995810093024,0.09252815755705039,0.9790986776351929,0.0001,12.602564102564102,0.0,0.0,0.0,78,0.02863141894340515,8.109748887363821e-05,0.13666220009326935,0.23866881430149078,0.0007699881712853694,3.817972705473093e-06,0.0039016309817853432,0.00969553749022197,0.5967773313705738,12.602564102564102,0.9401855720923498
150,1,3.9261807317947017,74.99398040771484,0.09252815755705039,0.9790986776351929,0.0001,37.75,0.0,0.0,0.0,4,0.1595948040485382,0.0014223447069525719,0.13679520785808563,0.22226181626319885,0.0007699881712853697,3.817972705473092e-06,0.0039016309817853415,0.009695537490221968,0.6909999996423721,37.75,0.8532755970954895
151,1,17.224156312165054,90.89861991188742,0.09252815755705039,0.9790986776351929,0.0001,22.363636363636363,0.0,0.0,0.0,11,0.07316972315311432,0.0007565723499283195,0.13624127209186554,0.13060477375984192,0.0007699881712853696,3.8179727054730926e-06,0.003901630981785342,0.009695537490221966,0.6506320346485485,22.363636363636363,1.0122325095263394
152,1,15.526610618085584,89.99169158935547,0.09252815755705039,0.9790986776351929,0.0001,23.5,0.0,0.0,0.0,10,0.07829881459474564,0.0006423521554097533,0.13502344489097595,0.1356564313173294,0.0007699881712853697,3.8179727054730926e-06,0.0039016309817853415,0.009695537490221968,0.656299751996994,23.5,0.9957489013671875
153,1,19.0011330840112,91.65514691670735,0.09252815755705039,0.9790986776351929,0.0001,21.416666666666668,0.0,0.0,0.0,12,0.06877958029508591,0.0007723146118223667,0.13764549791812897,0.1353723257780075,0.0007699881712853697,3.8179727054730926e-06,0.003901630981785342,0.009695537490221966,0.6455946365992228,21.416666666666668,1.018564412991206
154,1,18.96904564932422,91.65514691670735,0.09252815755705039,0.9790986776351929,0.0001,22.75,0.0,0.0,0.0,12,0.06984490901231766,0.0007734825485385954,0.1376209557056427,0.1326441466808319,0.0007699881712853697,3.8179727054730926e-06,0.003901630981785342,0.009695537490221966,0.6455946365992228,22.75,1.0187189380327861
155,1,3.9525771512807975,74.99276733398438,0.09252815755705039,0.9790986776351929,0.0001,37.75,0.0,0.0,0.0,4,0.1595539152622223,0.001515788957476616,0.12969434261322021,0.2279190868139267,0.0007699881712853697,3.817972705473092e-06,0.0039016309817853415,0.009695537490221968,0.6909999996423721,37.75,0.8643462955951691
156,1,4.011418147315987,74.99311828613281,0.09252815755705039,0.9790986776351929,0.0001,37.75,0.0,0.0,0.0,4,0.15966007113456726,0.001336759771220386,0.14043252170085907,0.21526747941970825,0.0007699881712853697,3.817972705473092e-06,0.0039016309817853415,0.009695537490221968,0.6909999996423721,37.75,0.854422390460968
157,1,41.5412112114484,95.98992095947266,0.09252815755705039,0.9790986776351929,0.0001,20.32,0.0,0.0,0.0,25,0.04842401668429375,0.0009584018844179809,0.13556787371635437,0.1876094937324524,0.0007699881712853697,3.817972705473092e-06,0.003901630981785341,0.009695537490221968,0.6230200004577636,20.32,1.0556715106964112
158,1,3.9066847511200486,74.99283027648926,0.09252815755705039,0.9790986776351929,0.0001,37.75,0.0,0.0,0.0,4,0.1597006916999817,0.0012680408544838428,0.13480445742607117,0.2151205688714981,0.0007699881712853697,3.817972705473092e-06,0.0039016309817853415,0.009695537490221968,0.6909999996423721,37.75,0.8471789658069611
159,1,15.066682012360845,89.9894187927246,0.09252815755705039,0.9790986776351929,0.0001,22.3,0.0,0.0,0.0,10,0.07671377807855606,0.0020251197274774313,0.13423216342926025,0.14875033497810364,0.0007699881712853697,3.8179727054730926e-06,0.0039016309817853415,0.009695537490221968,0.675550001859665,22.3,1.1666552424430847
160,1,41.627907379882075,95.82285531361897,0.09252815755705039,0.9790986776351929,0.0001,16.208333333333332,0.0,0.0,0.0,24,0.04490998387336731,0.0002699359611142427,0.13708464801311493,0.10995864868164062,0.0007699881712853697,3.817972705473092e-06,0.0039016309817853415,0.009695537490221968,0.6165615692734718,16.208333333333332,0.9897484108805656
161,1,3.909820184161293,74.9937744140625,0.09252815755705039,0.9790986776351929,0.0001,37.75,0.0,0.0,0.0,4,0.15962418913841248,0.001265721395611763,0.13858045637607574,0.22448550164699554,0.0007699881712853697,3.817972705473092e-06,0.0039016309817853415,0.009695537490221968,0.6909999996423721,37.75,0.8490457534790039
162,1,386.8051708041365,99.54664475577218,0.10547216236591339,0.9999915361404419,0.0001,18.90625,0.0,0.0,0.0,224,0.03165222331881523,5.332885848474689e-05,0.13739554584026337,0.2330237478017807,0.0007699881712853698,3.8179727054730926e-06,0.0039016309817853424,0.009695537490221966,0.6533883059663432,18.90625,0.9345774850142854
163,1,9.217995776316647,85.70499638148716,0.10547216236591339,0.9999915361404419,0.0001,26.714285714285715,0.0,0.0,0.0,7,0.1004556342959404,0.0029619713313877583,0.14030785858631134,0.16630153357982635,0.0008089357842094899,4.1384416577422176e-06,0.004018181008632648,0.009880424559150091,0.6909999932561602,26.714285714285715,1.214595011302403
164,1,17.81225535019143,90.89785835959695,0.10547216236591339,0.9999915361404419,0.0001,22.363636363636363,0.0,0.0,0.0,11,0.07307320088148117,0.0006616489263251424,0.13825517892837524,0.13097810745239258,0.0008089357842094897,4.1384416577422176e-06,0.0040181810086326476,0.00988042455915009,0.6503825512799349,22.363636363636363,1.0048728639429265
165,1,18.77913895146425,91.65598424275716,0.10547216236591339,0.9999915361404419,0.0001,20.416666666666668,0.0,0.0,0.0,12,0.0674172043800354,0.0018246346153318882,0.13973532617092133,0.1307474821805954,0.0008089357842094897,4.1384416577422176e-06,0.0040181810086326476,0.00988042455915009,0.6609583348035812,20.416666666666668,1.1537240197261174
166,1,68.150474625711,97.55075129067025,0.10547216236591339,0.9999915361404419,0.0001,14.24390243902439,0.0,0.0,0.0,41,0.03541948273777962,6.374469376169145e-05,0.13390085101127625,0.2533256709575653,0.0008089357842094898,4.138441657742217e-06,0.004018181008632649,0.009880424559150093,0.6087019952332101,14.24390243902439,0.9205263489630164
167,1,9.795114314966924,85.70635005405971,0.10547216236591339,0.9999915361404419,0.0001,28.0,0.0,0.0,0.0,7,0.10236066579818726,0.001399085740558803,0.1364879012107849,0.16532573103904724,0.0008089357842094899,4.1384416577422176e-06,0.004018181008632648,0.009880424559150091,0.6866510169846671,28.0,1.0205530268805367
168,1,67.55017366973262,97.48896236419678,0.10547216236591339,0.9999915361404419,0.0001,13.825,0.0,0.0,0.0,40,0.03499210625886917,0.0005074747023172677,0.1396135538816452,0.21893997490406036,0.0008089357842094898,4.138441657742217e-06,0.004018181008632648,0.009880424559150091,0.6098875001072883,13.825,0.9907464295625686
169,1,3.8844303744771516,74.99349975585938,0.10547216236591339,0.9999915361404419,0.0001,37.75,0.0,0.0,0.0,4,0.1595337837934494,0.0008009850280359387,0.12957763671875,0.20690268278121948,0.0008089357842094898,4.138441657742217e-06,0.004018181008632648,0.009880424559150091,0.6909999996423721,37.75,0.8190885186195374
170,1,69.62813780878443,97.49050636291504,0.10547216236591339,0.9999915361404419,0.0001,14.125,0.0,0.0,0.0,40,0.035461533814668655,0.00011145614553242922,0.1378183662891388,0.18675236403942108,0.0008089357842094898,4.138441657742217e-06,0.004018181008632648,0.009880424559150091,0.6049535155296326,14.125,0.9544138476252556
171,1,15.135024072934797,89.98988037109375,0.10547216236591339,0.9999915361404419,0.0001,23.9,0.0,0.0,0.0,10,0.07815460860729218,0.0022439975291490555,0.13416175544261932,0.14559487998485565,0.0008089357842094898,4.138441657742217e-06,0.0040181810086326476,0.00988042455915009,0.675550001859665,23.9,1.145980989933014
172,1,4.0572725435359125,74.99455451965332,0.10547216236591339,0.9999915361404419,0.0001,37.75,0.0,0.0,0.0,4,0.15966004133224487,0.001982418354600668,0.13104277849197388,0.21498028934001923,0.0008089357842094898,4.138441657742217e-06,0.004018181008632648,0.009880424559150091,0.6909999996423721,37.75,0.8753697574138641
173,1,54.52142895326917,96.76485910723287,0.10547216236591339,0.9999915361404419,0.0001,15.03225806451613,0.0,0.0,0.0,31,0.03959014266729355,0.00016771446098573506,0.1328108012676239,0.1607445478439331,0.0008089357842094897,4.138441657742217e-06,0.0040181810086326476,0.009880424559150095,0.6099469661712646,15.03225806451613,0.9621081717552677
174,1,304.1399182594108,99.40142059326172,0.10547216236591339,0.9999915361404419,0.0001,11.834319526627219,0.0,0.0,0.0,169,0.024230249226093292,0.0003240208316128701,0.1383795440196991,0.18480519950389862,0.0008089357842094899,4.138441657742218e-06,0.0040181810086326476,0.00988042455915009,0.5931804730341985,11.834319526627219,0.9637585783145837
175,1,60.83968465777245,97.21264224582248,0.10547216236591339,0.9999915361404419,0.0001,14.472222222222221,0.0,0.0,0.0,36,0.037002597004175186,0.00016305143071804196,0.13772113621234894,0.21439750492572784,0.0008089357842094897,4.138441657742217e-06,0.004018181008632649,0.009880424559150093,0.6069627437326643,14.472222222222221,0.9550515479511685
176,1,3.8456575612527684,74.99429512023926,0.10547216236591339,0.9999915361404419,0.0001,37.75,0.0,0.0,0.0,4,0.15960055589675903,0.0014546947786584496,0.13588286936283112,0.21810173988342285,0.0008089357842094898,4.138441657742217e-06,0.004018181008632648,0.009880424559150091,0.6909999996423721,37.75,0.8565734028816223
177,1,3.89891273317349,74.99340629577637,0.030926845967769623,0.7148101329803467,0.0001,37.75,0.0,0.0,0.0,4,0.1595613658428192,0.0033293692395091057,0.14573711156845093,0.21866671741008759,0.0008089357842094898,4.138441657742217e-06,0.004018181008632648,0.009880424559150091,0.6909999996423721,37.75,0.933459609746933
178,1,15.217471356301541,89.98934478759766,0.030926845967769623,0.7148101329803467,0.0001,23.5,0.0,0.0,0.0,10,0.0784095898270607,0.0008774450980126858,0.13284477591514587,0.14013686776161194,0.0008438445437141844,4.527372751096326e-06,0.004134809952989883,0.010027581506120787,0.6568468689918519,23.5,1.0223164558410645
179,1,54.13249165331631,96.76459134009576,0.030926845967769623,0.7148101329803467,0.0001,15.03225806451613,0.0,0.0,0.0,31,0.03946526721119881,0.00015073269605636597,0.13556326925754547,0.17416106164455414,0.0008438445437141845,4.527372751096329e-06,0.004134809952989882,0.01002758150612078,0.609909023008039,15.03225806451613,0.9608033049491144
180,1,24.797806859470217,93.32345479329427,0.030926845967769623,0.7148101329803467,0.0001,19.333333333333332,0.0,0.0,0.0,15,0.05928391218185425,0.0004486042889766395,0.1349857747554779,0.13829539716243744,0.0008438445437141845,4.527372751096326e-06,0.004134809952989883,0.010027581506120788,0.6336382428805033,19.333333333333332,0.9876930991808573
181,1,4.008791683872599,74.99307632446289,0.030926845967769623,0.7148101329803467,0.0001,37.75,0.0,0.0,0.0,4,0.15958692133426666,0.0026471286546438932,0.13770003616809845,0.2097109854221344,0.0008438445437141845,4.527372751096326e-06,0.004134809952989882,0.010027581506120785,0.6909999996423721,37.75,0.9146538972854614
182,1,3.8420711353643227,74.9924430847168,0.030926845967769623,0.7148101329803467,0.0001,37.75,0.0,0.0,0.0,4,0.15963394939899445,0.0005063959397375584,0.14160118997097015,0.2275334745645523,0.0008438445437141845,4.527372751096326e-06,0.004134809952989882,0.010027581506120785,0.6909999996423721,37.75,0.8012635707855225
183,1,11.79083350503952,87.49064254760742,0.030926845967769623,0.7148101329803467,0.0001,26.125,0.0,0.0,0.0,8,0.0924188420176506,0.001572848646901548,0.13931414484977722,0.14320054650306702,0.0008438445437141845,4.527372751096326e-06,0.004134809952989882,0.010027581506120785,0.6748715937137604,26.125,1.0563169121742249
184,1,3.8213606986810147,74.99312973022461,0.030926845967769623,0.7148101329803467,0.0001,37.75,0.0,0.0,0.0,4,0.1596088707447052,0.0003571168927010149,0.14658139646053314,0.20766648650169373,0.0008438445437141845,4.527372751096326e-06,0.004134809952989882,0.010027581506120785,0.6909999996423721,37.75,0.799773782491684
185,1,41.957577609272846,95.82343578338623,0.030926845967769623,0.7148101329803467,0.0001,16.208333333333332,0.0,0.0,0.0,24,0.0448598675429821,0.00028795673279091716,0.13367432355880737,0.15562589466571808,0.0008438445437141845,4.527372751096326e-06,0.004134809952989882,0.010027581506120785,0.6164716233809789,16.208333333333332,0.9739394783973694
186,1,20.03381186563077,92.29753875732422,0.030926845967769623,0.7148101329803467,0.0001,19.46153846153846,0.0,0.0,0.0,13,0.06373234838247299,0.0008768699481151998,0.13927187025547028,0.21521708369255066,0.0008438445437141845,4.527372751096326e-06,0.004134809952989883,0.010027581506120788,0.6196923072521503,19.46153846153846,0.9599891534218421
187,1,3.8733191776267075,74.99454498291016,0.030926845967769623,0.7148101329803467,0.0001,37.75,0.0,0.0,0.0,4,0.15954525768756866,0.001682619797065854,0.13672667741775513,0.21334657073020935,0.0008438445437141845,4.527372751096326e-06,0.004134809952989882,0.010027581506120785,0.6909999996423721,37.75,0.8448477387428284
188,1,3.8777225685292644,74.99419975280762,0.030926845967769623,0.7148101329803467,0.0001,37.75,0.0,0.0,0.0,4,0.15954111516475677,0.0011762569192796946,0.13846144080162048,0.21194994449615479,0.0008438445437141845,4.527372751096326e-06,0.004134809952989882,0.010027581506120785,0.6909999996423721,37.75,0.8322311639785767
189,1,3.7280070245950565,74.9943733215332,0.030926845967769623,0.7148101329803467,0.0001,37.75,0.0,0.0,0.0,4,0.15956123173236847,0.0013634206261485815,0.13214096426963806,0.22929613292217255,0.0008438445437141845,4.527372751096326e-06,0.004134809952989882,0.010027581506120785,0.6909999996423721,37.75,0.8384177684783936
190,1,293.5763159440655,99.37200619715341,0.030926845967769623,0.7148101329803467,0.0001,13.453416149068323,0.0,0.0,0.0,161,0.02589520439505577,0.00014577407273463905,0.13703513145446777,0.2052735537290573,0.0008438445437141845,4.527372751096326e-06,0.004134809952989883,0.010027581506120787,0.5905590057373047,13.453416149068323,0.9494331486476875
191,1,266.84830923224087,99.37965959420234,0.030926845967769623,0.7148101329803467,0.0001,11.656441717791411,0.0,0.0,0.0,163,0.02423165552318096,7.915475634945324e-07,0.13573217391967773,0.3300725519657135,0.0008438445437141843,4.5273727510963254e-06,0.004134809952989882,0.010027581506120787,0.5905276068880514,11.656441717791411,0.8845475586645443
192,1,152.8143312282291,98.95153427124023,-0.13664445281028748,0.7208714485168457,0.0001,14.239583333333334,0.0,0.0,0.0,96,0.02829957939684391,0.0002548769407439977,0.13630203902721405,0.3468814194202423,0.0008438445437141845,4.527372751096326e-06,0.004134809952989883,0.010027581506120787,0.5922916661947966,14.239583333333334,0.8915091349432865
193,1,118.12880486445263,98.62173974024107,-0.13664445281028748,0.7208714485168457,0.0001,12.712328767123287,0.0,0.0,0.0,73,0.02904175966978073,8.089653420029208e-05,0.13599452376365662,0.3448309302330017,0.0008774105192811418,4.710799470635394e-06,0.004249728410720827,0.010235806287737034,0.5972923195525391,12.712328767123287,0.8910240375832336
194,1,50.7080705213495,96.65696919759115,-0.13664445281028748,0.7208714485168457,0.0001,15.166666666666666,0.0,0.0,0.0,30,0.040138620883226395,0.00025674939388409257,0.1336527317762375,0.22505159676074982,0.0008774105192811415,4.710799470635393e-06,0.004249728410720827,0.01023580628773703,0.6108298679192861,15.166666666666666,0.9558986326058706
195,1,32.34118763443165,94.72649062307258,-0.13664445281028748,0.7208714485168457,0.0001,17.57894736842105,0.0,0.0,0.0,19,0.051293980330228806,0.0003880958538502455,0.1364845484495163,0.1594160497188568,0.0008774105192811418,4.710799470635394e-06,0.004249728410720827,0.010235806287737036,0.6241426656120702,17.57894736842105,0.9796757007900038
196,1,201.74753684260537,99.2179920876673,-0.13664445281028748,0.7208714485168457,0.0001,13.023255813953488,0.0,0.0,0.0,129,0.026422537863254547,0.0003590487758629024,0.13677386939525604,0.38388434052467346,0.0008774105192811418,4.710799470635394e-06,0.004249728410720827,0.010235806287737034,0.5947868214097134,13.023255813953488,0.8694576376168303
197,1,422.7875094875268,99.57454374943816,0.050494786351919174,0.5303740501403809,0.0001,15.99163179916318,0.0,0.0,0.0,239,0.027927560731768608,4.801166141987778e-05,0.13664542138576508,0.24250762164592743,0.0008774105192811414,4.710799470635394e-06,0.004249728410720826,0.010235806287737032,0.5985893599657833,15.99163179916318,0.9187091868292836
198,1,51.46783300242183,96.76434670725176,0.050494786351919174,0.5303740501403809,0.0001,15.03225806451613,0.0,0.0,0.0,31,0.03954804316163063,0.00019903507200069726,0.1385602355003357,0.24308539927005768,0.0009018413190376496,4.869832861532635e-06,0.004364276114845763,0.01047684033692481,0.6100346215309636,15.03225806451613,0.9453652135787471
199,1,3.9162945622270744,74.99211120605469,0.050494786351919174,0.5303740501403809,0.0001,37.75,0.0,0.0,0.0,4,0.15952584147453308,0.00043216795893386006,0.13724175095558167,0.21328650414943695,0.0009018413190376492,4.869832861532636e-06,0.0043642761148457625,0.01047684033692481,0.6909999996423721,37.75,0.8053881227970123
200,1,3.9973630245597436,74.99438858032227,0.050494786351919174,0.5303740501403809,0.0001,37.75,0.0,0.0,0.0,4,0.1595573127269745,0.003235442563891411,0.14037169516086578,0.21186091005802155,0.0009018413190376492,4.869832861532636e-06,0.0043642761148457625,0.01047684033692481,0.6909999996423721,37.75,0.9387983977794647
201,1,26.399145957519792,94.7265171251799,0.050494786351919174,0.5303740501403809,0.0001,16.94736842105263,0.0,0.0,0.0,19,0.05048085376620293,0.00012836205132771283,0.13684937357902527,0.38720712065696716,0.0009018413190376491,4.869832861532637e-06,0.004364276114845762,0.01047684033692481,0.6096842100745753,16.94736842105263,0.8295961147860477
202,1,265.6602247706827,99.38361535421232,0.050494786351919174,0.5303740501403809,0.0001,13.591463414634147,0.0,0.0,0.0,164,0.026366911828517914,0.00013242053682915866,0.13813400268554688,0.35465025901794434,0.0009018413190376491,4.869832861532636e-06,0.0043642761148457625,0.010476840336924812,0.5905121946480216,13.591463414634147,0.8812210225477451
203,1,144.4211913735754,98.84288814150054,0.050494786351919174,0.5303740501403809,0.0001,12.436781609195402,0.0,0.0,0.0,87,0.02773740328848362,0.00014388012641575187,0.13812869787216187,0.3177475035190582,0.0009018413190376487,4.869832861532636e-06,0.004364276114845762,0.010476840336924814,0.5960161048790504,12.436781609195402,0.9188642727917639
204,1,43.75981984128231,96.28692513925058,0.050494786351919174,0.5303740501403809,0.0001,15.185185185185185,0.0,0.0,0.0,27,0.041657380759716034,0.00012971267278771847,0.13236036896705627,0.2969403862953186,0.0009018413190376494,4.869832861532636e-06,0.0043642761148457625,0.01047684033692481,0.6032592588000827,15.185185185185185,0.9101556671990289
205,1,15.710855735356326,89.98928604125976,0.050494786351919174,0.5303740501403809,0.0001,23.5,0.0,0.0,0.0,10,0.0784279927611351,0.0005416657659225166,0.13761544227600098,0.13162997364997864,0.0009018413190376492,4.869832861532637e-06,0.004364276114845763,0.01047684033692481,0.6561010122299195,23.5,0.9870033383369445
206,1,33.142414182780286,94.72633321661698,0.050494786351919174,0.5303740501403809,0.0001,17.57894736842105,0.0,0.0,0.0,19,0.05118757113814354,0.0002026885049417615,0.13417382538318634,0.11478687822818756,0.0009018413190376491,4.869832861532637e-06,0.004364276114845762,0.01047684033692481,0.6236693357166491,17.57894736842105,0.9748058821025648
207,1,231.76814153015212,99.29880539576213,-0.030524842441082,0.5742052793502808,0.0001,11.784722222222221,0.0,0.0,0.0,144,0.024803707376122475,7.13394365448039e-06,0.13788217306137085,0.34281760454177856,0.0009018413190376492,4.869832861532636e-06,0.0043642761148457625,0.01047684033692481,0.5908611106375853,11.784722222222221,0.8859061925775475
208,1,313.0726913943498,99.48016138321314,-0.030524842441082,0.5742052793502808,0.0001,11.57948717948718,0.0,0.0,0.0,195,0.02373052015900612,3.3565906051080674e-05,0.1375710368156433,0.36269739270210266,0.0009299820872574008,4.999274142764655e-06,0.00447927040704258,0.010741833277470912,0.5901128200384287,11.57948717948718,0.8667574155024993
209,1,133.23990019234003,98.6219441662096,-0.030524842441082,0.5742052793502808,0.0001,12.712328767123287,0.0,0.0,0.0,73,0.028877565637230873,0.00010623957496136427,0.13703030347824097,0.17493689060211182,0.0009299820872574009,4.999274142764655e-06,0.004479270407042579,0.010741833277470912,0.5974096517040305,12.712328767123287,0.9637555194227663
210,1,263.4671248697029,99.39046004881342,-0.030524842441082,0.5742052793502808,0.0001,11.72289156626506,0.0,0.0,0.0,166,0.024200042709708214,0.0001370475656585768,0.13802096247673035,0.35417500138282776,0.0009299820872574009,4.999274142764655e-06,0.00447927040704258,0.010741833277470912,0.5920331323721323,11.72289156626506,0.8810051984815712
211,1,3.9765099344994193,74.99360084533691,-0.030524842441082,0.5742052793502808,0.0001,37.75,0.0,0.0,0.0,4,0.1595972329378128,0.0016117817722260952,0.14095056056976318,0.21401441097259521,0.0009299820872574008,4.999274142764656e-06,0.004479270407042578,0.010741833277470912,0.6909999996423721,37.75,0.8628007471561432
212,1,73.2673686613077,97.76847635904947,-0.030524842441082,0.5742052793502808,0.0001,15.022222222222222,0.0,0.0,0.0,45,0.03553780913352966,0.00011796524631790817,0.1372745782136917,0.2914781868457794,0.0009299820872574005,4.999274142764657e-06,0.004479270407042577,0.010741833277470912,0.6031581481297811,15.022222222222222,0.9211284584469266
213,1,255.96236874948667,99.32651560465494,0.07500351965427399,0.5058831572532654,0.0001,11.766666666666667,0.0,0.0,0.0,150,0.024603471159934998,6.58877324895002e-05,0.13641512393951416,0.268930047750473,0.000929982087257401,4.999274142764655e-06,0.004479270407042579,0.010741833277470912,0.5907466661930084,11.766666666666667,0.9079268864790598
214,1,24.9686984392096,93.32090759277344,0.07500351965427399,0.5058831572532654,0.0001,19.333333333333332,0.0,0.0,0.0,15,0.05904654785990715,0.00037824924220331013,0.13978877663612366,0.1510070115327835,0.000952835588148675,5.071122345365397e-06,0.004593693321808907,0.011002873569428192,0.6334979216257731,19.333333333333332,0.977048929532369
215,1,93.42220098041051,98.0671512897198,0.07500351965427399,0.5058831572532654,0.0001,13.403846153846153,0.0,0.0,0.0,52,0.032216764986515045,9.041268640430644e-05,0.13795319199562073,0.1882287710905075,0.0009528355881486753,5.0711223453653944e-06,0.004593693321808904,0.011002873569428188,0.6010611275067697,13.403846153846153,0.9598196985629889
216,1,62.72545231802237,97.42631217760918,0.07500351965427399,0.5058831572532654,0.0001,14.205128205128204,0.0,0.0,0.0,39,0.03570294752717018,0.00018974310660269111,0.13706845045089722,0.30623504519462585,0.0009528355881486752,5.071122345365394e-06,0.0045936933218089036,0.01100287356942819,0.6054910192122827,14.205128205128204,0.9290222617296072
217,1,158.66795915006745,99.01277467316272,0.07500351965427399,0.5058831572532654,0.0001,14.029411764705882,0.0,0.0,0.0,102,0.027058355510234833,0.0002461558615323156,0.13809993863105774,0.3749326467514038,0.0009528355881486757,5.071122345365399e-06,0.004593693321808907,0.011002873569428185,0.5920392152141122,14.029411764705882,0.881836424855625
